employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-41048131,Liam,Smith,Male,Michigan,Grand Rapids,2017-03-27,IT,System Administrator,Master,67192,Good,No,1997-08-27,
00-75286368,Matthew,Davis,Male,New York,New York City,2019-03-30,Customer Service,Support Specialist,Bachelor,65585,Good,Yes,1978-11-10,
00-20570710,Ethan,Jackson,Male,New York,Rochester,2024-10-17,Operations,Operations Analyst,Bachelor,71952,Good,No,2002-04-14,
00-29457121,Matthew,Brown,Male,Pennsylvania,Pittsburgh,2022-03-07,Operations,Inventory Specialist,Bachelor,77503,Good,No,1970-01-22,
00-74767335,Noah,Gonzalez,Male,New York,Buffalo,2018-03-28,Operations,Logistics Coordinator,Bachelor,63893,Excellent,No,1972-10-17,
00-47602378,William,Johnson,Male,New York,Buffalo,2023-01-20,Sales,Sales Representative,Bachelor,59775,Good,No,1986-03-19,
00-60616239,Oliver,Jackson,Male,Michigan,Grand Rapids,2016-07-29,Operations,Logistics Coordinator,Bachelor,63970,Good,No,1963-12-12,
00-70621130,Benjamin,Jones,Male,New York,Buffalo,2020-04-19,Sales,Sales Consultant,PhD,86135,Satisfactory,No,1961-07-09,
00-74399577,Isabella,Taylor,Female,Illinois,Aurora,2017-02-03,Marketing,Content Creator,Bachelor,63985,Satisfactory,No,1977-04-02,
00-82004262,James,Anderson,Male,New York,New York City,2022-10-28,Finance,Accountant,Bachelor,97405,Good,No,1980-04-14,
00-63751321,Noah,Thomas,Male,New York,New York City,2018-06-24,Customer Service,Help Desk Technician,High School,80121,Needs Improvement,No,1988-11-04,
00-80574403,Matthew,Taylor,Male,New York,New York City,2022-11-20,Operations,Logistics Coordinator,Bachelor,62964,Needs Improvement,Yes,1989-01-25,
00-87383381,Henry,Martinez,Male,New York,New York City,2020-06-23,Operations,Logistics Coordinator,Bachelor,61179,Good,Yes,1996-07-11,
00-93789728,Matthew,Johnson,Male,New York,Rochester,2018-12-28,Sales,Sales Representative,Bachelor,81710,Needs Improvement,No,1971-01-27,
00-28095485,James,Thomas,Male,New York,New York City,2016-04-18,Sales,Sales Specialist,Bachelor,68561,Good,No,2001-07-07,
00-83321166,Michael,Hernandez,Male,New York,New York City,2024-05-18,Marketing,Content Creator,High School,57518,Good,No,1986-07-31,
00-79361537,Isabella,Moore,Female,New York,Buffalo,2021-09-15,Finance,Accountant,Bachelor,87014,Good,Yes,1996-04-11,
00-23690943,Emma,Wilson,Female,Michigan,Warren,2016-03-23,IT,IT Support Specialist,Bachelor,57990,Good,No,2004-07-29,
00-94804472,Abigail,Wilson,Female,New York,Buffalo,2023-02-06,Finance,Accounts Payable Specialist,Bachelor,58740,Satisfactory,Yes,2003-01-24,
00-64752059,Elijah,Brown,Male,New York,New York City,2017-06-29,Sales,Sales Specialist,PhD,81935,Good,No,1967-08-13,
00-59193931,Emily,Anderson,Female,Ohio,Cincinnati,2023-10-17,Marketing,Marketing Coordinator,Bachelor,55290,Good,No,1981-02-11,
00-65622207,James,Wilson,Male,New York,Buffalo,2020-08-24,Operations,Inventory Specialist,High School,60602,Satisfactory,No,1981-03-18,
00-65099159,Charlotte,Thomas,Female,New York,Buffalo,2024-07-15,Customer Service,Support Specialist,High School,59899,Good,No,1998-06-04,
00-19533564,William,Jackson,Male,Michigan,Warren,2023-03-24,Customer Service,Help Desk Technician,High School,72477,Satisfactory,No,1983-03-05,
00-80538895,Aiden,Jackson,Male,New York,New York City,2023-01-21,Customer Service,Help Desk Technician,Bachelor,73721,Satisfactory,Yes,1999-04-15,
00-62608499,Jackson,Garcia,Male,New York,New York City,2022-02-14,Operations,Inventory Specialist,Bachelor,63667,Good,Yes,2003-09-02,
00-37807428,Emma,Thomas,Female,Pennsylvania,Philadelphia,2016-07-10,Sales,Sales Consultant,Master,84966,Excellent,No,2000-04-15,
00-56715690,Elijah,Garcia,Male,New York,Rochester,2016-03-27,Operations,Operations Analyst,Bachelor,61028,Needs Improvement,No,1984-11-08,
00-36101315,Elizabeth,Brown,Female,New York,Rochester,2023-04-05,Operations,Inventory Specialist,High School,56996,Excellent,No,1990-06-02,
00-20318892,Luna,Martin,Female,New York,Rochester,2023-05-08,IT,System Administrator,Master,78704,Satisfactory,Yes,1998-11-12,
00-45938256,Mila,Johnson,Female,New York,New York City,2022-01-18,IT,Software Developer,Bachelor,91585,Excellent,Yes,1981-02-14,
00-51670885,Matthew,Johnson,Male,Illinois,Naperville,2017-09-19,HR,Recruiter,High School,67821,Excellent,No,1973-03-12,
00-31923418,Aria,Lopez,Female,North Carolina,Charlotte,2022-05-25,Operations,Inventory Specialist,Bachelor,62466,Satisfactory,No,1993-11-27,
00-79241385,Alexander,Taylor,Male,New York,Buffalo,2017-09-27,Sales,Sales Representative,Bachelor,82371,Good,No,1987-06-10,
00-66518812,Lucas,Martin,Male,New York,Rochester,2024-07-31,Operations,Operations Analyst,Master,68710,Needs Improvement,No,2003-10-02,
00-26597680,Oliver,Thomas,Male,New York,New York City,2023-10-12,Operations,Logistics Coordinator,Bachelor,70641,Excellent,No,1986-02-05,
00-39236279,Matthew,Jones,Male,New York,Rochester,2017-05-06,Operations,Logistics Coordinator,Bachelor,62939,Good,Yes,1988-10-17,
00-55905919,James,Anderson,Male,New York,New York City,2023-01-28,Operations,Logistics Coordinator,Bachelor,57831,Excellent,Yes,2004-04-23,
00-90557330,Benjamin,Hernandez,Male,North Carolina,Raleigh,2020-12-07,Sales,Sales Specialist,Master,63112,Satisfactory,No,1983-08-09,
00-18961565,Mason,Thomas,Male,Illinois,Aurora,2023-12-15,Operations,Inventory Specialist,High School,64929,Satisfactory,No,1995-07-19,
00-34092638,James,Garcia,Male,North Carolina,Charlotte,2022-06-07,Marketing,SEO Specialist,High School,63336,Satisfactory,Yes,1994-10-24,
00-15009362,James,Moore,Male,New York,New York City,2019-08-10,IT,System Administrator,Master,74318,Good,No,1994-05-28,
00-90293626,Mason,Lopez,Male,Ohio,Columbus,2017-11-17,IT,IT Support Specialist,High School,67051,Needs Improvement,No,1966-04-08,
00-37905099,Sebastian,Rodriguez,Male,New York,New York City,2018-02-06,Customer Service,Customer Service Manager,Master,98288,Good,No,1967-08-09,
00-52137826,Ella,Miller,Female,Pennsylvania,Pittsburgh,2023-08-23,Finance,Financial Analyst,Bachelor,88518,Satisfactory,No,2001-06-02,
00-42529201,Emma,Thomas,Female,New York,Buffalo,2020-07-21,Customer Service,Help Desk Technician,High School,65841,Needs Improvement,Yes,1992-04-16,
00-98782010,Alexander,Martin,Male,New York,Buffalo,2015-08-17,Operations,Logistics Coordinator,Bachelor,63531,Satisfactory,Yes,1998-08-07,
00-67532295,Evelyn,Lopez,Female,New York,Buffalo,2023-08-13,IT,Software Developer,Master,99916,Good,Yes,2004-06-28,
00-82260050,Camila,Jones,Female,Michigan,Warren,2021-12-22,Marketing,Marketing Coordinator,Bachelor,55603,Good,Yes,1987-12-14,
00-14309791,Avery,Martin,Female,Michigan,Warren,2021-03-10,Sales,Sales Consultant,Bachelor,73320,Satisfactory,Yes,1998-12-21,
00-24443322,Camila,Thomas,Female,Pennsylvania,Philadelphia,2021-12-13,Customer Service,Support Specialist,High School,62347,Good,No,1980-04-09,
00-35257425,Abigail,Williams,Female,North Carolina,Greensboro,2019-07-17,Operations,Logistics Coordinator,Bachelor,61198,Excellent,Yes,1972-02-13,
00-18639852,William,Miller,Male,New York,New York City,2017-08-30,Sales,Sales Consultant,Bachelor,101376,Needs Improvement,Yes,1988-12-02,
00-73145218,Charlotte,Wilson,Female,New York,Rochester,2019-07-05,Marketing,Content Creator,High School,58330,Good,No,1970-06-06,
00-28265078,James,Thomas,Male,New York,New York City,2022-10-02,Finance,Accounts Payable Specialist,Bachelor,66499,Excellent,Yes,1995-06-11,
00-49424344,Emma,Garcia,Female,New York,New York City,2018-09-10,Marketing,Content Creator,Bachelor,59057,Good,No,1996-12-20,
00-33038587,Benjamin,Rodriguez,Male,Florida,Orlando,2016-08-27,IT,IT Support Specialist,Bachelor,58989,Good,Yes,1983-11-02,
00-80492567,Amelia,Johnson,Female,New York,Buffalo,2019-12-21,Operations,Inventory Specialist,Bachelor,57168,Good,No,1983-05-24,
00-42968377,Benjamin,Davis,Male,New York,New York City,2019-04-30,Sales,Sales Consultant,Master,97362,Good,Yes,1966-07-10,
00-11934886,James,Moore,Male,North Carolina,Greensboro,2016-11-03,IT,Software Developer,Master,93339,Satisfactory,No,1989-08-04,
00-51608017,Logan,Rodriguez,Male,New York,Buffalo,2017-10-23,Customer Service,Support Specialist,Bachelor,62758,Needs Improvement,No,1980-10-09,
00-84188433,Harper,Jones,Female,New York,Buffalo,2022-09-17,Sales,Sales Representative,Bachelor,59995,Needs Improvement,Yes,1992-03-01,
00-14136232,Benjamin,Rodriguez,Male,New York,New York City,2017-11-21,Sales,Sales Consultant,Bachelor,93226,Satisfactory,Yes,1979-07-08,
00-59372757,Emma,Martin,Female,New York,New York City,2018-06-09,IT,System Administrator,Master,92700,Good,No,2002-01-17,
00-57115426,William,Brown,Male,New York,Rochester,2022-07-19,Customer Service,Help Desk Technician,High School,76817,Good,No,1977-10-06,
00-67149463,Ava,Hernandez,Female,New York,Buffalo,2019-04-17,Operations,Logistics Coordinator,Bachelor,61938,Satisfactory,No,1982-10-26,
00-11082382,Matthew,Jackson,Male,New York,New York City,2017-04-30,HR,Recruiter,Bachelor,69251,Satisfactory,No,1993-06-13,
00-76436808,Emily,Miller,Female,North Carolina,Greensboro,2021-08-29,Operations,Operations Analyst,Master,75865,Good,No,1994-02-25,
00-18717928,Charlotte,Anderson,Female,New York,Rochester,2015-05-01,Marketing,Marketing Coordinator,Bachelor,58748,Good,No,1991-05-31,
00-95401061,Sophia,Martinez,Female,New York,Rochester,2023-02-06,Sales,Sales Consultant,PhD,104964,Satisfactory,Yes,1981-07-15,
00-95018569,Aria,Johnson,Female,New York,New York City,2020-11-16,HR,HR Assistant,High School,52010,Satisfactory,No,1992-12-25,
00-34036169,Jacob,Williams,Male,New York,Buffalo,2022-11-16,IT,IT Support Specialist,High School,61269,Needs Improvement,No,1983-04-30,
00-19475654,Emma,Miller,Female,New York,Rochester,2018-05-05,Sales,Sales Representative,Bachelor,58812,Good,Yes,2001-12-01,
00-92745618,Harper,Garcia,Female,New York,Buffalo,2022-08-19,Marketing,Content Creator,High School,58035,Good,No,1995-02-25,
00-33545600,Noah,Garcia,Male,New York,Rochester,2017-05-29,Customer Service,Customer Service Representative,High School,61432,Good,No,2002-10-01,
00-61218112,Elizabeth,Jackson,Female,New York,Buffalo,2022-06-14,Operations,Operations Analyst,Master,84025,Satisfactory,No,1992-08-17,
00-90523708,Benjamin,Garcia,Male,New York,Buffalo,2020-03-31,Sales,Sales Consultant,PhD,80760,Satisfactory,No,1975-11-13,
00-41099966,Avery,Gonzalez,Female,New York,Rochester,2016-04-07,IT,IT Support Specialist,Bachelor,58279,Needs Improvement,No,1983-10-09,
00-22464150,William,Moore,Male,Michigan,Detroit,2023-03-16,HR,Recruiter,Bachelor,76062,Good,No,1979-10-24,
00-91715751,Emma,Martin,Female,New York,Rochester,2023-11-01,Finance,Accounts Payable Specialist,Bachelor,60176,Satisfactory,Yes,1981-09-03,
00-51009388,Oliver,Rodriguez,Male,New York,Rochester,2022-11-30,Operations,Operations Analyst,Bachelor,89658,Satisfactory,Yes,1985-07-30,
00-29971099,Logan,Smith,Male,Virginia,Norfolk,2018-09-19,Sales,Sales Specialist,PhD,74817,Excellent,No,1992-04-26,
00-33847090,Jackson,Miller,Male,New York,Buffalo,2017-03-16,Operations,Logistics Coordinator,Bachelor,62654,Needs Improvement,No,1988-05-02,
00-37054502,Logan,Taylor,Male,New York,Buffalo,2020-03-30,Operations,Logistics Coordinator,Bachelor,70178,Satisfactory,No,1981-12-11,
00-41961265,Harper,Miller,Female,New York,Rochester,2019-02-09,Customer Service,Support Specialist,Bachelor,64710,Good,No,1964-01-24,
00-80707260,Ella,Wilson,Female,New York,Buffalo,2023-04-09,Finance,Accountant,Bachelor,74996,Good,No,1979-03-07,
00-15003971,Sofia,Wilson,Female,Pennsylvania,Philadelphia,2023-05-21,Operations,Logistics Coordinator,Bachelor,60792,Good,No,1976-04-11,
00-48650694,Mia,Martinez,Female,New York,New York City,2017-08-07,IT,IT Support Specialist,Bachelor,58608,Excellent,Yes,1977-01-05,
00-33702186,Jacob,Martin,Male,New York,New York City,2024-08-03,Finance,Finance Manager,PhD,122854,Satisfactory,No,1969-05-24,
00-54260904,Alexander,Smith,Male,New York,Rochester,2019-03-21,IT,System Administrator,Bachelor,95409,Satisfactory,No,1962-03-21,
00-55637492,Liam,Jackson,Male,New York,Rochester,2023-03-05,Operations,Operations Analyst,Bachelor,69589,Satisfactory,No,1973-04-18,
00-85087085,Jackson,Martin,Male,New York,Buffalo,2024-08-24,Customer Service,Help Desk Technician,High School,96291,Good,No,1960-05-03,
00-46504456,Henry,Smith,Male,New York,New York City,2017-06-15,Sales,Sales Specialist,Master,76657,Excellent,No,1988-04-23,
00-91208321,Elizabeth,Martinez,Female,New York,Rochester,2018-05-06,IT,Software Developer,Master,85251,Needs Improvement,No,1998-12-21,
00-90656763,Isabella,Thomas,Female,Michigan,Detroit,2019-01-18,Sales,Sales Consultant,Bachelor,93893,Good,Yes,1971-09-23,
00-44710619,Daniel,Brown,Male,Illinois,Naperville,2023-07-23,Sales,Sales Specialist,PhD,81428,Satisfactory,Yes,1965-09-26,
00-37032679,Liam,Johnson,Male,New York,Rochester,2022-11-06,Customer Service,Support Specialist,Bachelor,64657,Good,No,1980-11-19,
00-89014370,Alexander,Rodriguez,Male,New York,Rochester,2017-07-17,Customer Service,Customer Service Representative,High School,55345,Needs Improvement,No,1995-05-03,
00-71113260,Charlotte,Rodriguez,Female,New York,Buffalo,2024-10-14,Customer Service,Help Desk Technician,Bachelor,81709,Satisfactory,No,1988-02-23,
00-91942689,Jacob,Gonzalez,Male,New York,Buffalo,2020-06-17,Operations,Logistics Coordinator,Bachelor,61126,Good,No,1985-12-05,
00-67673288,Daniel,Jackson,Male,New York,New York City,2020-08-13,IT,IT Support Specialist,High School,61041,Good,No,1972-10-18,
00-44656910,Daniel,Smith,Male,Michigan,Detroit,2019-02-11,Customer Service,Customer Service Representative,Bachelor,64388,Good,Yes,1990-07-17,
00-71414821,Liam,Wilson,Male,Ohio,Columbus,2020-02-03,Sales,Sales Representative,Bachelor,83219,Satisfactory,No,1977-01-03,
00-45012338,Aria,Anderson,Female,New York,Buffalo,2023-02-01,Sales,Sales Consultant,Master,77958,Good,No,1992-03-15,
00-13532190,Charlotte,Taylor,Female,New York,New York City,2017-10-05,Customer Service,Support Specialist,Bachelor,53752,Satisfactory,Yes,1987-06-16,
00-70133687,James,Hernandez,Male,New York,Rochester,2019-11-19,Operations,Operations Analyst,Bachelor,65960,Good,No,1994-01-14,
00-58116597,Michael,Wilson,Male,New York,Rochester,2022-01-01,Operations,Inventory Specialist,High School,60656,Satisfactory,Yes,2004-11-08,
00-97593071,Alexander,Williams,Male,New York,New York City,2020-07-15,Sales,Sales Consultant,Bachelor,82649,Excellent,No,2000-12-03,
00-66690547,Emma,Brown,Female,New York,Rochester,2018-09-15,Sales,Sales Consultant,Master,85895,Excellent,No,1993-03-20,
00-49262869,Harper,Jackson,Female,Michigan,Detroit,2023-09-23,Sales,Sales Representative,Bachelor,61092,Satisfactory,No,1976-09-10,
00-34253410,Charlotte,Martinez,Female,New York,Rochester,2022-05-23,Operations,Logistics Coordinator,Bachelor,55275,Satisfactory,No,1984-01-09,
00-91966264,Michael,Jackson,Male,New York,Buffalo,2020-01-08,IT,Software Developer,Bachelor,113805,Good,No,1979-05-13,
00-47344585,Abigail,Smith,Female,New York,Buffalo,2021-10-31,Customer Service,Help Desk Technician,High School,80477,Good,No,1988-01-03,
00-64889783,Michael,Jackson,Male,Michigan,Grand Rapids,2023-03-31,Operations,Operations Analyst,Bachelor,78246,Satisfactory,Yes,1971-01-13,
00-75024805,Abigail,Martinez,Female,Michigan,Detroit,2015-11-17,Operations,Inventory Specialist,Bachelor,64459,Needs Improvement,No,1984-06-07,
00-45472873,Mia,Moore,Female,New York,New York City,2019-07-03,Customer Service,Support Specialist,Bachelor,52707,Satisfactory,Yes,1997-05-06,
00-82082891,Aiden,Garcia,Male,New York,New York City,2023-11-08,Operations,Logistics Coordinator,Bachelor,64303,Satisfactory,No,2004-10-06,
00-69821191,Isabella,Martinez,Female,Michigan,Detroit,2024-11-23,Marketing,SEO Specialist,High School,89960,Excellent,No,1983-08-11,
00-27455427,Abigail,Johnson,Female,New York,Buffalo,2024-09-22,Operations,Logistics Coordinator,Bachelor,60771,Excellent,Yes,1990-07-14,
00-42308550,Sebastian,Hernandez,Male,Pennsylvania,Pittsburgh,2023-07-10,Marketing,Marketing Coordinator,Bachelor,58647,Good,Yes,2001-08-08,
00-67422715,Benjamin,Gonzalez,Male,Illinois,Naperville,2023-04-27,Sales,Sales Representative,Bachelor,74826,Good,Yes,1996-09-20,
00-79009687,William,Wilson,Male,New York,New York City,2022-04-07,Marketing,Content Creator,High School,61916,Satisfactory,No,1978-06-05,
00-79431072,Logan,Jackson,Male,New York,Rochester,2017-10-18,IT,Software Developer,Bachelor,108592,Needs Improvement,No,1964-08-27,
00-64653981,Avery,Johnson,Female,North Carolina,Raleigh,2022-03-18,Operations,Inventory Specialist,High School,53862,Good,Yes,2003-01-21,
00-53362563,Jackson,Lopez,Male,Michigan,Grand Rapids,2017-10-07,Marketing,Content Creator,Bachelor,62625,Excellent,Yes,2002-09-13,
00-21352153,Emma,Williams,Female,New York,New York City,2023-02-24,Operations,Logistics Coordinator,Bachelor,55170,Satisfactory,No,2002-11-30,
00-68958485,Avery,Jackson,Female,Michigan,Grand Rapids,2018-05-10,Customer Service,Customer Service Representative,High School,64028,Satisfactory,No,1971-03-20,
00-21282229,Aria,Miller,Female,Ohio,Cincinnati,2015-04-25,Customer Service,Support Specialist,High School,62248,Good,No,1975-07-19,
00-96261787,Jackson,Lopez,Male,New York,New York City,2017-12-04,Operations,Logistics Coordinator,Bachelor,64506,Satisfactory,No,1975-01-22,
00-75729850,Camila,Lopez,Female,Illinois,Chicago,2020-10-21,IT,System Administrator,Master,91848,Needs Improvement,Yes,1981-03-24,
00-73733039,Noah,Miller,Male,New York,New York City,2018-06-11,IT,System Administrator,Bachelor,110188,Satisfactory,No,1986-08-26,
00-29687189,Noah,Miller,Male,North Carolina,Charlotte,2022-03-25,Operations,Logistics Coordinator,Bachelor,64141,Satisfactory,No,1976-06-10,
00-44054988,Evelyn,Martinez,Female,New York,New York City,2017-08-20,Marketing,Content Creator,Bachelor,53127,Needs Improvement,No,1997-09-02,
00-44650316,Ella,Taylor,Female,Virginia,Norfolk,2023-05-27,Operations,Inventory Specialist,High School,62339,Good,No,1968-09-16,
00-42830348,Amelia,Brown,Female,New York,New York City,2020-09-18,Sales,Sales Consultant,Master,90541,Good,No,2000-11-06,
00-30205031,Charlotte,Davis,Female,New York,Buffalo,2018-09-21,Customer Service,Customer Service Representative,High School,60829,Needs Improvement,No,2004-08-02,
00-66596788,William,Thomas,Male,New York,Buffalo,2022-10-16,Sales,Sales Representative,Bachelor,68402,Excellent,No,1988-08-06,
00-16417911,Daniel,Davis,Male,New York,Rochester,2023-12-11,Operations,Inventory Specialist,High School,60086,Good,Yes,1996-04-13,
00-69928296,Logan,Rodriguez,Male,New York,Rochester,2023-06-29,Customer Service,Support Specialist,High School,55328,Good,No,2000-07-30,
00-71948301,Elizabeth,Garcia,Female,New York,New York City,2022-12-12,Sales,Sales Consultant,Bachelor,88120,Satisfactory,No,1992-09-14,
00-28240842,Jacob,Davis,Male,New York,New York City,2024-06-21,IT,IT Support Specialist,High School,61428,Good,No,1982-01-15,
00-82233668,Alexander,Johnson,Male,North Carolina,Greensboro,2020-12-16,Sales,Sales Specialist,Bachelor,75315,Satisfactory,No,1971-07-02,
00-84392590,Matthew,Thomas,Male,New York,New York City,2023-04-13,Sales,Sales Consultant,Master,75270,Good,No,1975-04-16,
00-76544513,Emily,Martin,Female,Ohio,Cleveland,2017-04-22,Finance,Accounts Payable Specialist,Bachelor,53625,Good,No,1997-09-06,
00-97250010,Lucas,Martinez,Male,North Carolina,Greensboro,2023-10-04,Customer Service,Help Desk Technician,Bachelor,93763,Good,No,1967-04-10,
00-54866609,Oliver,Jackson,Male,New York,Rochester,2018-03-15,Customer Service,Help Desk Technician,High School,58359,Excellent,No,1979-09-29,
00-69877900,Camila,Rodriguez,Female,Michigan,Detroit,2023-12-04,Finance,Financial Analyst,Bachelor,74102,Good,No,1985-01-30,
00-13690499,Lucas,Thomas,Male,New York,New York City,2018-06-13,IT,System Administrator,Master,83251,Good,No,1975-10-12,
00-84836134,Henry,Martinez,Male,New York,Rochester,2015-12-05,Operations,Inventory Specialist,High School,62105,Excellent,No,1988-09-26,
00-30172609,Emma,Thomas,Female,New York,Rochester,2019-05-18,IT,Software Developer,Bachelor,100495,Good,No,1974-03-17,
00-20806821,Evelyn,Martin,Female,New York,Buffalo,2019-03-19,Sales,Sales Representative,Bachelor,65880,Good,Yes,1968-04-13,
00-50003269,William,Williams,Male,New York,New York City,2018-07-02,Sales,Sales Consultant,Master,81291,Satisfactory,No,1993-04-08,
00-37876639,Elijah,Johnson,Male,New York,Buffalo,2021-01-23,Operations,Inventory Specialist,Bachelor,67494,Excellent,No,1979-01-23,
00-14337677,Noah,Jackson,Male,Virginia,Virginia Beach,2023-10-14,Operations,Operations Analyst,Bachelor,90688,Good,No,1984-10-15,
00-14495909,Michael,Lopez,Male,New York,New York City,2019-10-09,Finance,Accounts Payable Specialist,Bachelor,70511,Satisfactory,No,1977-08-24,
00-77946468,Oliver,Davis,Male,New York,Rochester,2022-10-08,Operations,Inventory Specialist,Bachelor,67676,Good,No,1998-01-16,
00-45351816,Abigail,Davis,Female,New York,Rochester,2020-11-06,Sales,Sales Representative,Bachelor,59016,Needs Improvement,No,1990-02-17,
00-54765932,Michael,Lopez,Male,New York,Buffalo,2017-03-12,Customer Service,Customer Service Representative,Bachelor,68879,Good,No,1974-11-08,
00-36881771,Sophia,Wilson,Female,Pennsylvania,Allentown,2019-01-13,IT,Software Developer,Master,89602,Good,No,1999-10-25,
00-94731359,Emma,Johnson,Female,New York,Rochester,2017-01-12,Sales,Sales Representative,Bachelor,67993,Good,Yes,1976-10-04,
00-86587303,Ava,Williams,Female,New York,Buffalo,2016-04-05,Customer Service,Help Desk Technician,High School,55457,Satisfactory,No,1999-03-28,
00-51294087,Aiden,Lopez,Male,New York,Rochester,2023-01-31,Operations,Logistics Coordinator,Bachelor,70240,Good,No,1970-05-31,
00-20558159,Aria,Martin,Female,New York,Rochester,2020-08-17,Operations,Logistics Coordinator,Bachelor,57050,Satisfactory,Yes,1980-08-25,
00-63566592,Abigail,Williams,Female,Pennsylvania,Philadelphia,2016-02-09,Sales,Sales Representative,Bachelor,60014,Good,No,1975-09-13,
00-52719028,Jackson,Miller,Male,Michigan,Grand Rapids,2022-06-23,IT,Software Developer,Master,91930,Satisfactory,No,1979-01-26,
00-47135605,Jacob,Wilson,Male,Virginia,Richmond,2016-10-10,Sales,Sales Consultant,PhD,85072,Good,No,1978-11-20,
00-51126010,Luna,Anderson,Female,New York,Rochester,2019-02-06,Operations,Logistics Coordinator,Bachelor,60632,Good,Yes,1998-12-18,
00-78548578,Michael,Taylor,Male,New York,New York City,2019-01-01,Customer Service,Customer Service Representative,High School,63943,Good,Yes,2002-08-27,
00-47670102,Camila,Jackson,Female,Illinois,Naperville,2019-09-18,Sales,Sales Consultant,PhD,89594,Needs Improvement,No,1961-07-05,
00-97362118,Ella,Moore,Female,New York,Rochester,2023-10-03,Operations,Logistics Coordinator,Bachelor,58850,Good,No,1986-02-20,
00-92424462,Liam,Lopez,Male,New York,New York City,2022-05-24,IT,IT Support Specialist,High School,63325,Good,No,1986-09-26,
00-64239540,Alexander,Martin,Male,Pennsylvania,Philadelphia,2020-01-07,Customer Service,Support Specialist,High School,58425,Good,Yes,2000-12-20,
00-80699733,Matthew,Williams,Male,New York,Rochester,2017-03-05,Customer Service,Customer Service Representative,High School,61599,Satisfactory,No,1980-07-21,
00-41228500,Amelia,Smith,Female,New York,New York City,2022-08-12,Operations,Operations Analyst,Master,95918,Good,No,1967-03-12,
00-34955882,Henry,Wilson,Male,North Carolina,Raleigh,2023-11-29,Operations,Operations Analyst,Master,54489,Good,No,1978-02-23,
00-12328554,Alexander,Rodriguez,Male,New York,Buffalo,2023-09-22,IT,Software Developer,Bachelor,113525,Good,Yes,1987-01-02,
00-42476548,Aria,Moore,Female,Virginia,Virginia Beach,2019-12-22,Customer Service,Support Specialist,High School,55196,Good,No,1997-10-16,
00-30879722,William,Rodriguez,Male,New York,Rochester,2016-01-27,Operations,Inventory Specialist,Bachelor,69772,Satisfactory,No,1988-09-16,
00-39028805,Ava,Moore,Female,Pennsylvania,Philadelphia,2018-01-13,Customer Service,Customer Service Representative,Bachelor,55982,Good,No,1981-12-05,
00-51382948,Henry,Martinez,Male,New York,Rochester,2019-04-05,Customer Service,Support Specialist,Bachelor,66960,Satisfactory,Yes,1998-11-17,
00-38617102,Avery,Jackson,Female,New York,Buffalo,2023-04-09,Operations,Logistics Coordinator,Bachelor,64395,Satisfactory,No,1970-12-02,
00-70905716,Sofia,Hernandez,Female,New York,New York City,2017-06-26,Operations,Logistics Coordinator,Bachelor,58985,Good,No,1963-07-31,
00-50162276,Logan,Jones,Male,New York,Buffalo,2015-05-08,Customer Service,Customer Service Manager,PhD,69022,Good,No,1970-04-07,
00-91296702,Mason,Martinez,Male,Illinois,Chicago,2016-12-27,Sales,Sales Consultant,Master,76633,Good,Yes,1984-07-25,
00-32345030,Amelia,Taylor,Female,Pennsylvania,Pittsburgh,2019-03-29,IT,IT Support Specialist,High School,63381,Satisfactory,No,2000-08-23,
00-57962541,William,Moore,Male,New York,Rochester,2024-09-21,Customer Service,Support Specialist,High School,57058,Good,Yes,1990-09-28,
00-64530952,Michael,Martinez,Male,New York,Buffalo,2024-12-01,Customer Service,Customer Service Manager,Bachelor,108529,Satisfactory,Yes,1980-12-17,
00-76692866,Luna,Martinez,Female,New York,Rochester,2016-02-05,Sales,Sales Consultant,Bachelor,83534,Satisfactory,No,1997-03-31,
00-37320792,Ethan,Williams,Male,New York,New York City,2020-03-13,HR,Recruiter,Bachelor,63959,Good,Yes,1995-09-16,
00-11162685,Sophia,Lopez,Female,New York,Buffalo,2020-03-16,IT,Software Developer,Master,88293,Satisfactory,No,1989-11-29,
00-45908039,Michael,Hernandez,Male,New York,New York City,2020-01-31,Customer Service,Help Desk Technician,Bachelor,72409,Satisfactory,Yes,1990-11-29,
00-56877123,Elijah,Martin,Male,New York,New York City,2024-10-28,Operations,Logistics Coordinator,Bachelor,63739,Satisfactory,No,1994-02-04,
00-82204352,Ethan,Garcia,Male,New York,Buffalo,2022-07-09,Sales,Sales Representative,Bachelor,77752,Satisfactory,Yes,1983-08-05,
00-83870396,Matthew,Hernandez,Male,New York,Rochester,2018-08-30,Operations,Inventory Specialist,High School,60404,Satisfactory,No,1989-10-06,
00-93198445,Noah,Jackson,Male,New York,Buffalo,2020-10-01,IT,IT Support Specialist,High School,63775,Good,No,2004-10-20,
00-20197356,Mia,Moore,Female,New York,New York City,2024-05-08,IT,System Administrator,Bachelor,70705,Satisfactory,No,1981-07-18,
00-58453396,Jackson,Brown,Male,New York,New York City,2018-05-15,Sales,Sales Specialist,PhD,70452,Satisfactory,Yes,1991-01-06,
00-93326883,Mia,Miller,Female,Michigan,Detroit,2020-11-27,Operations,Logistics Coordinator,Bachelor,60225,Good,Yes,1999-01-08,
